Filename,RelFreq_NOUN,RelFreq_VERB,RelFreq_ADJ,RelFreq_ADV,Unique_PER,Unique_LOC,Unique_ORG
0103.b1.txt,2048.19,1018.62,963.86,240.96,2,0,3
0105.b1.txt,2036.26,1046.03,683.4,864.71,0,0,1
0122.b1.txt,2141.18,1211.76,764.71,517.65,0,0,0
0134.b1.txt,2009.03,1015.8,812.64,665.91,0,0,0
0139.b1.txt,1892.2,1215.6,745.41,458.72,0,0,0
0140.b1.txt,2163.16,1025.96,729.3,543.88,0,0,0
0165.b1.txt,2028.82,964.52,576.5,598.67,9,0,0
0171.b1.txt,2069.86,1009.06,633.89,582.15,3,0,0
0200.b1.txt,2209.74,1061.17,786.52,823.97,0,1,2
0300.b1.txt,1654.05,918.92,1167.57,572.97,15,0,3
0304.b1.txt,1773.16,1309.9,750.8,623.0,1,0,0
0307.b1.txt,2075.47,854.61,699.22,288.57,12,0,3
0308.b1.txt,1917.55,977.95,930.01,728.67,1,0,0
0310.b1.txt,2037.25,966.24,710.13,640.28,5,0,4
0313.b1.txt,1717.39,1065.22,652.17,739.13,0,0,1
1003.b1.txt,2092.24,967.38,978.63,472.44,6,0,5
1006.b1.txt,2030.34,968.49,828.47,525.09,0,1,5
1006.b1i.txt,2030.34,968.49,828.47,525.09,0,1,5
1012.b1.txt,2177.72,963.7,838.55,400.5,0,0,0
1021.b1.txt,1737.63,920.6,897.58,575.37,1,0,2
1023.b1.txt,1806.45,860.22,1086.02,806.45,1,0,5
1057.b1.txt,1736.18,1231.81,756.55,708.05,0,1,0
1066.b1.txt,1926.71,1028.37,1087.47,602.84,1,0,3
1069.b1.txt,1612.02,828.78,646.63,619.31,6,1,7
1081.b1.txt,1915.79,1126.32,768.42,505.26,2,0,3
1097.b1.txt,1963.0,966.08,945.53,596.09,8,0,2
1100.b1.txt,1991.98,1082.89,1149.73,561.5,0,0,0
1102.b1.txt,2289.99,978.14,678.94,471.81,0,0,4
1104.b1.txt,1861.23,947.14,715.86,550.66,4,0,6
1104.b1i.txt,1861.23,947.14,715.86,550.66,4,0,6
1112.b1.txt,2091.3,1146.5,679.41,594.48,0,0,0
1500.b1.txt,2267.16,870.1,735.29,539.22,1,0,4
1508.b1.txt,2209.74,1161.05,761.55,561.8,0,0,0
1520.b1.txt,1976.99,962.34,784.52,523.01,0,2,2
1523.b1.txt,1232.09,1203.44,859.6,687.68,1,1,3
1528.b1.txt,2035.68,1091.29,566.63,272.82,7,0,4
1532.b1.txt,2185.19,851.85,839.51,444.44,1,0,2
1541.b1.txt,2008.25,811.55,839.06,577.72,1,1,1
2012.b1.txt,1821.35,1044.08,649.65,580.05,3,0,1
2012.b1i.txt,1821.35,1044.08,649.65,580.05,3,0,1
2018.b1.txt,2206.19,969.07,793.81,484.54,0,1,9
2019.b1.txt,1574.42,1254.61,799.51,578.11,3,0,0
2028.b1.txt,1731.77,1250.0,572.92,638.02,1,0,0
2030.b1.txt,1711.03,1026.62,975.92,646.39,1,0,0
2032.b1.txt,1822.78,1240.51,759.49,620.25,2,0,0
2034.b1.txt,1860.78,977.24,642.57,575.64,5,0,2
2036.b1.txt,1728.4,1234.57,787.04,648.15,0,0,0
2042.b1.txt,1643.66,1179.42,740.28,614.81,1,0,2
2049.b1.txt,2146.02,995.58,696.9,519.91,4,0,1
2066.b1.txt,1838.93,1342.28,604.03,389.26,6,0,0
2070.b1.txt,2052.82,1080.43,540.22,444.18,2,0,2
2070.b1i.txt,2033.49,1076.56,538.28,442.58,2,0,2
3013.b1.txt,1975.72,1169.98,938.19,364.24,2,0,0
3018.b1.txt,1932.77,1236.49,684.27,528.21,2,0,1
3020.b1.txt,1914.67,1071.8,624.35,405.83,1,1,4
3062.b1.txt,2309.55,906.89,1003.63,507.86,0,0,1
3501.b1.txt,2314.81,978.84,925.93,423.28,3,1,2
3503.b1.txt,2416.3,815.14,756.91,378.46,0,0,0
3504.b1.txt,2107.23,960.1,723.19,486.28,7,0,12
3505.b1.txt,1631.13,1151.39,916.84,746.27,2,0,4
3506.b1.txt,2291.42,928.32,846.06,317.27,0,0,3
3508.b1.txt,1853.4,848.17,1109.95,565.45,2,4,1
3509.b1.txt,1795.17,1070.2,759.49,598.39,1,0,6
3510.b1.txt,1856.54,896.62,959.92,400.84,4,1,11
3511.b1.txt,1675.68,1189.19,897.3,702.7,0,0,0
3513.b1.txt,2159.92,1266.87,861.89,321.91,2,1,1
3514.b1.txt,2109.14,1032.45,884.96,412.98,8,0,1
3515.b1.txt,2295.86,1053.25,923.08,508.88,2,0,1
3518.b1.txt,1741.57,1078.65,584.27,662.92,5,0,0
3519.b1.txt,1460.32,968.25,825.4,460.32,0,0,3
3520.b1.txt,2426.69,899.9,859.45,606.67,0,1,0
3522.b1.txt,2073.58,1159.42,713.49,468.23,1,0,4
3523.b1.txt,2153.01,1092.9,1005.46,502.73,0,0,9
3525.b1.txt,1769.35,1216.43,742.5,363.35,2,0,3
4012.b1.txt,2251.66,971.3,706.4,673.29,1,0,0
4035.b1.txt,1565.79,1144.74,618.42,710.53,1,0,0
4036.b1.txt,1766.03,1012.37,989.88,483.69,3,0,1
4038.b1.txt,2111.51,996.44,747.33,640.57,0,0,0
4503.b1.txt,1864.83,1101.38,625.78,375.47,2,2,2
4507.b1.txt,2288.04,1312.43,766.55,511.03,2,0,1
